UBE2G2	1.42823985177828e-08
CRYZL1	8.75507704256232e-08
CHAF1B	8.75507704256232e-08
DSCR3	4.69822866029821e-07
DONSON	1.23778320047082e-06
PRMT2	1.24904787440842e-06
RCAN1	1.981861348693e-06
IFNAR2	3.59504748554912e-06
SON	4.73559427481081e-06
UBXN10	8.10241330428886e-06
SETD4	9.52746747195915e-06
VSIG2	2.81068300204949e-05
HLCS	3.18879075723646e-05
RRP1B	3.72896320581708e-05
APBB3	3.77418845327005e-05
KCNAB3	5.03616574949079e-05
KIAA2022	0.000284966704988969
POFUT2	0.000356998144370276
EPHX4	0.000824421648846494
DYRK1A	0.000857116234288794
STOM	0.000983748405456905
ATG9B	0.00106466879030199
GART	0.00119326654985742
ADARB1	0.00119326654985742
PIP4K2A	0.00137700333636339
C19ORF12	0.00147287160265114
C12ORF75	0.00185767783695024
MCM3AP	0.0019752994904737
PRSS16	0.00197566557002218
PIGP	0.00197566557002218
PTPRM	0.00219442420052065
RWDD2B	0.00252463326103408
SFSWAP	0.00260091176571257
MC1R	0.00260319889053924
PAXBP1	0.00314995797428518
DOPEY2	0.00345827515212933
TPCN1	0.00364768730883045
HMGN1	0.00364768730883045
WRB	0.00364768730883045
CC2D2B	0.00467250329626546
CTSC	0.00467250329626546
NDUFV3	0.00496744720547009
PER3	0.00507766771042795
MAN1C1	0.00528072534483832
C2CD2	0.00564335703396994
MORC3	0.00611082665748025
IDO1	0.00766140249193301
PKNOX1	0.00866914021261142
AGAP1	0.00867277948605411
PTPRF	0.00987273644771948
SUMO3	0.00995187431859938
PDE7B	0.0101045273948395
RASGEF1A	0.0101045273948395
ADAMTS17	0.0101045273948395
CACNB1	0.0101083990750072
GRM2	0.0101824956534384
ADTRP	0.0101824956534384
PYGM	0.0101824956534384
KLRG1	0.0101824956534384
GGT7	0.0101824956534384
ADAMTS1	0.0101824956534384
MIS18A	0.0101824956534384
C21ORF59	0.0101824956534384
IRS1	0.0117642391926332
PCSK5	0.0117642391926332
PPP1R3E	0.0117642391926332
LRRC1	0.0131348278595636
YWHAQ	0.0136022393218913
NCAM1	0.0136022393218913
PLLP	0.0136022393218913
GINS1	0.0136022393218913
PCNT	0.0141803496495926
ZNF300	0.01421640213609
SLC44A3	0.0157588430317841
NUAK2	0.0157588430317841
ITGB7	0.0157588430317841
C21ORF91	0.0158208570510153
YBEY	0.0173895006866024
AGPAT3	0.0175926832823126
SUSD2	0.0177410428668718
PTCH2	0.0193869605620336
PARK2	0.0209404692617319
MRPS6	0.0209404692617319
ZBTB7C	0.0227392478493309
URB1	0.0227392478493309
PSMG1	0.0227392478493309
HOXB7	0.0228570761779192
MDK	0.0240591340947096
NCALD	0.0243845057618754
DIP2A	0.0250009135501973
TMEM121	0.0269328491183536
EVA1C	0.0272913866349178
RUVBL1	0.0280130875812023
EPHB6	0.0280130875812023
ELOVL6	0.0283377525145532
PTTG1IP	0.030926506245183
TTC3	0.032174214691059
EOMES	0.0323359002911611
CHODL	0.0323359002911611
CCT8	0.0323359002911611
SLC27A2	0.0360988210198216
YARS	0.0370862623646017
HOXC4	0.0376852667394463
GFI1	0.0377102068191172
GDPD5	0.0377102068191172
RAB3GAP1	0.0378338478556089
PRSS2	0.0378338478556089
APP	0.0378338478556089
SLC2A9	0.0380651699042286
TMED10	0.0380651699042286
HOPX	0.0383001707662003
ITPRIPL1	0.0389751878191026
MFAP3L	0.0389751878191026
PTPRN2	0.0389751878191026
MRPL39	0.0389751878191026
DHCR24	0.03913642765432
CYB561	0.03913642765432
CDH2	0.03913642765432
WBP1	0.0395386631712281
USP25	0.0395386631712281
ERBB2	0.0406434477951074
VANGL1	0.0411488735431428
SLC25A34	0.0412691532073578
SCP2	0.0412691532073578
AMY2B	0.0412691532073578
ENPP5	0.0412691532073578
ARHGEF35	0.0412691532073578
FUT11	0.0412691532073578
MBD6	0.0412691532073578
SLC22A17	0.0412691532073578
TMPRSS3	0.0412691532073578
C21ORF58	0.0412691532073578
AMOT	0.0412691532073578
SEPT8	0.0419153312387928
ARL6IP5	0.0422401558642083
MLLT11	0.0422499509416227
PDXK	0.0422499509416227
C2ORF50	0.0424762323526801
VIL1	0.0424762323526801
DKK3	0.0424762323526801
SLC8B1	0.0424762323526801
KCNN3	0.0425134083083468
NCS1	0.0431230705823827
PLEKHG3	0.0436047086413656
SGSM2	0.0436047086413656
ENAH	0.044128192265537
C4ORF26	0.0444931443982806
RNF175	0.0445368741051675
PPP3CB-AS1	0.0446807835600031
ADRA2A	0.0452694616129582
GRAMD3	0.0463875028739567
HMGN4	0.0463875028739567
GGACT	0.0463875028739567
ZSCAN18	0.0463875028739567
MSR1	0.0467783099230209
ABCF3	0.0468599870563759
ORMDL3	0.0468599870563759
CNKSR2	0.0468599870563759
OBSCN	0.0469363894790216
PDIA6	0.0469363894790216
SCD	0.0469363894790216
CPT1B	0.0469363894790216
RGS12	0.0471900417094202
SEC14L5	0.0471900417094202
SASH1	0.0480001494579151
GPR137B	0.0491750688620086
ADRB2	0.0491796299083822
NKD1	0.0491796299083822
